sentiment,content
neutral,@utjenn  Do u mean ur tired because u have 2 go 2 work or u got ur Wii 2 work &amp; now ur tired?
neutral,@jigang Was pawing thru Elle &amp; saw you innit!
negative,"@KiwiLucy ahhh ;) I know who wins the entire thing, I TRY to avoid these things but it never works"
neutral,"Oh, Happy Mother's Day in those countries where that's what day it is. Mother's Day was March 22nd here"
neutral,@selenagomez Hi Selena i made this team to support you in Greece and Cyprus
neutral,made a new youtube background in photoshop!  http://bit.ly/AWwzn thanks to @householdhacker
neutral,"@Shouq So you have to call the Customer Care .. or try to enter any wrong pw and see the result , is it &quot;invalid user name or password&quot; ?"
negative,@Curren$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!
neutral,"@juiceegapeach it's called dirt, go take a shower! jk"
neutral,"@titletrakk gee, thanks"
neutral,@Muzzzza rat run steve irwin way to avoid long delays on bruce highway
neutral,@yomissb no problemo!!! Family Guy is on there too
neutral,Having fries plus greentea. Mmm  - http://tweet.sg
neutral,made breakfast today......Happy mother's day ..
neutral,using my twitter account
negative,@Reptar01 alives.... Less highness feeling.... Sometimes I hate that feelings.... Talking about an exhusband as if he's dead is funny
neutral,@glennlunder Yep. Wasn't that much to play with though. Just install and voilï¿½! It works  But you need a fast connection...
neutral,Yeah Yeah Yeahs - Softshock
neutral,Winding Down for the night. Rode the duc home from a B.B.Q. at my pops house. Time to pass out as soon as the adrenaline wears off!!!
neutral,@mom2twnsn2000  you should enter the giveaway then!!!! who couldn't use $25...I know I could
neutral,@wicked12 Have a good night and thanks
negative,"trying to do a blend. i know, i suck at them but there's no harm in trying."
neutral,www.youtube.com/user/sammyandchellishow          videos will be up soon
neutral,is new to twitter.... needs some studying here
neutral,@nataschaartworx Thanks
neutral,is home whoott. Happy Mother's Day Madre
neutral,@aami1982 probably a bit short on the rude words and I bet it was on time
neutral,@sm bacoor  wahaha may wifi toinks new hair wiih short.. short.. http://plurk.com/p/sveoi
neutral,i think they play michael buble in Heaven. He's that great.
neutral,@JodieGiese yeah- there was definitely a pillow fight.
neutral,"@curioustwibbit Makes sense, I'd totally show off a girlfriend by asking her to wear her high school prom dress"
neutral,I feel I owe it to @tinaarena to listen to her new albums (everything released after 'Chains') since she was nice to me on Twitter!!
negative,wonder what white supremists have to say about this  I abhor racists. http://bit.ly/Rd31F
neutral,COTTIN WITH EMILYYYYYYYY
neutral,"#SanctuarySunday @Sus555 thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!"
neutral,@CherryBear so go back for more
neutral,170th update
neutral,@aewang he didn't know there was going to be a test
neutral,"in case you missed it on my fb status: looking for maui hotel recommendations. yes, maui!"
neutral,"@VeritasUnae hahahaha. im listening to my iTunes library, a bit of Sonia Dada atm,  ITs good"
neutral,@camilleisleta My wand? It's a black hawthorn wand with a core of kraken heartstrings.  You?
neutral,Pizza and gelato at Newport with hubby and boys
neutral,@iJanette http://twitpic.com/4wl7x - Very pretty Janette  I have that exact same Hey Monday band!  And its on the same arm :O
neutral,"Oh, these are all from www.overheardinlondon.co.uk The others were from the New York version."
negative,(@amandastorlie) Shut up and put your money where your mouth is thats what you get for waking up in vegas
neutral,@duangkeo eat (cup)cake
neutral,"@home last night after long drive, slept really well, now time for dino's wasstraat"
neutral,"Wow, a calm evening"
neutral,"@wolfkitten Should be drank with sugar and milk, not coffee. You have coffee on my brain."
neutral,@pennydog seen him! he's beautiful
neutral,Just going to shower. Brb in 10 mins or so
neutral,@bella_b I met @jonbreisnes at EPIC - he said you were at SS Coffee... I thought he just meant sitting there drinking a lot of coffee
neutral,Good morning! I'm just woke up it's Mother's Day
negative,@dom_dollaz Yay...you like CT. People always tryna shit on it when they've never even been there.
neutral,@thegrates My friend and I have a request that you play Nothing Sir when you hit Perth on Tues. From Jazz and Charni
negative,@Carolina_G  ur a poopy head
neutral,k ladies and gents...time for us to go ni ni...trishy and i will tweet at you lata...peace
neutral,@rudygossin Salut  alors le mariage? ^^
neutral,@micahrowland Step by step. I'll work on the cheesecake after I master the quiche.
negative,Today I wrote two songs (one for temple which I will probably never perform ever) and one for mothers day. Happy vesak everyone  rena xoxo
neutral,is TATTEDDDDD!!!!!!!!!!!!!
neutral,Photo: hannahisdead: omg i wanna read Pride and prejudice and zombies fuckyeah zombies  http://tumblr.com/xol1qyw8v
neutral,@gonzalolopez thnx a lot for the recommendation dude
neutral,"Off to Saigon in the morning, n Hanoi from there....."
neutral,"@DawnofOURnight Um yeah ... role model for your peers you may not be.   But, I know you will be for your little one, so chin up."
neutral,@CynthiaBuroughs I will - but you will never know it's me
negative,It's agreed if i find out who this girl was I'll punch her from everybody  xxx
neutral,Toasted blueberry and White chocolate scone the breakfast of champions
negative,"2,697 views on my FLickr Account.. Maybe is not much for you...  but I'm happy  ... YAY http://www.flickr.com/photos/bonassin/"
neutral,"Might buy some iPod apps later, hmmm..."
neutral,@alexeiv tell his people to contact my people
neutral,wishes a Happy Mother's Day to all mothers! Especially her own.  http://plurk.com/p/svg9d
neutral,I had a small tweetbreak from twitter I think I needed it
neutral,@soaps3 Knighty Knight
neutral,"I'm not. If it looks like a legitimate profile, I'll counter-follow.  @leighgrace Are you picky about who you follow back? Why or why not?"
negative,@yiannis_k good question  could they?
neutral,@InvisibleOrchid Thank you  I'd share my sundae with you but it's really late and @dr_crane says we shouldn't tell people where we are
neutral,@joshtastic1 thanks for trying
neutral,@teachereeya and to you too!!!!
neutral,Fog horn of DOOM! A great way to start the morning... living next to the harbour is really great
neutral,Happy Mother's Day!
neutral,@mrsrance congrats ya ran
neutral,Hasta maï¿½ana twitters
neutral,@_supernatural_ http://twitpic.com/4u0r9 - if you need help for a shower... I'm here for u
neutral,G'morning Twitter World   A relaxing family Sunday methinks
neutral,"@robbymacbeath safari 4 always works fine here, had no problems at all.. You need to love it Robby"
neutral,soon going to germany.. just one hour left
neutral,I read &quot;The Picture of Dorian Gray&quot; by Oscar Wilde (on english). It's not easy for me but I try to make out
neutral,@_TWEE haha thanks to you that's my new word for the week! MOFO
neutral,Good night you twitter people
neutral,@scriptgirl Check this video out -- ScriptGirl Report 05.08.09 http://bit.ly/hclXP ... I can officially now survive the weekend
negative,"Hitting the sack now, fellow Twitterheads...so, where are you treating your Mom today?"
neutral,Is eating poutine and listening to mitch hedburg
neutral,The ship has landed.
neutral,@MarkBorkowski greetings- jump in pool- water is warm. But you might want to avoid shallow yellow end where @MisterNoodle and I play
neutral,@DatGuyScott better check YouTube
neutral,@AubreyODay it's a she and she's way too stubborn right now. thanks for caring though
negative,@JazZyLov3 loll my dad leavingg and moving to las vegas and myy now ex boyfrienndd is FINALLLY done talking to me and has left me alone
neutral,@Jacket_Slut I'm leaving at half 10  but I have to get ready and things
neutral,Ok NOW I can hit the hay. Thank you
neutral,Whooops... wrong smiley... it's supposed to be  LOL
neutral,"@jessca86 on iPhone? Soon they're adding auto-fill on logins, so you won't have to type it all out everytime."
negative,Just been asked to sing yet again....aha. coffee mornin this time. psychology past questions&amp;revision suck!
neutral,@GiancarloN Good morning
neutral,@Katebelletje can I have one too?
neutral,"ok, i'm actually going to sleep now =] i've been on here only an hour...i tweet far too much already"
neutral,@dinuks switch to something else then
negative,can't believe the weekend is over already!  Where does the time go?  Had a nice day with the fam. today.  Mum had a good day too.
neutral,Watching wizard of waverly place
neutral,Match of Handball this a the afternoon
neutral,Is time for a little carbs and big cup of water. And sleep next to my 5 year old son. Goodnite all
negative,is working it out allll day long.
neutral,@MichaelMCrowley i saw wolverine too!
neutral,"So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!"
neutral,@stephyanime Yeah
neutral,is having a quiet mothers day evening... happy mothers day to all the yummy mummies
neutral,At Home
neutral,@cromnac slice you up a treat?
negative,Deathstar destroys Starship Enterprice http://bit.ly/2agcTh Can't get enough of this video  #starwars #startrek
neutral,"now on pg 237, night"
neutral,studying math ) it brought my brain to explode
neutral,"@blade376 hermits, such as myself, like to stay in"
neutral,getting ready so i can go out
neutral,@sageeb Well you can only find out WHY by first knowing WHO?
neutral,currently watching American Idol
neutral,and before i crash Grilled Chicken breast w/ reefried beans  Gnite Twitties
negative,@Hanster7705 ahhahahaha ARIYAN  i want to listen to that now  i used up bandwidth by downloading a hamish and andy podcast
negative,"@ExtremeAnnette I can't seem to find it, can you send it to me again please  oh and tag it too lol"
negative,@xxlaurenbeexx aha yeah  all else fails just push  yeah we are dont know what time were leaving yet though xx
neutral,@MSNEWYORKER26 I doubt I will tho !  twit pic sumthin
neutral,"@MissRosalieHale hello, i'm great!  how are you?"
neutral,@simonusher fancy Sunday lunch in The Albion before the game?
neutral,Trip to the zoo today
neutral,I have a cam sesh lined up tomorrow with my c4s winner  ill post screen shots in my lj. Friends only unless you convince me otherwise.
neutral,"Oh, time to eat and make conversation with the domestic partner."
neutral,Heading to bed with a book. Good night
neutral,@Mitry909 no Belgian an not a record collector
negative,"@Jae878 oh yes, i ave never orderd from there, a lil funny at first to do so, i will check it our ta"
neutral,@mokargas darn open source software and it's security holes
neutral,time to play
neutral,"@PotFace Yeah, you're right"
neutral,@Peterpepperpark u dont have to quit smoking  http://bit.ly/CHZLW
neutral,@mozy19  thanks!
neutral,I am probably spamming my follower's account.
neutral,"@Sequanne he so is! &lt;3 hence, my new forum signature!"
neutral,I need one more follower.
neutral,@ExtremeAnnette ok  thank you
negative,"@worldarts I see we are approaching a nice round 5500 number, I expect you will have crashed through that by the time I come back tonight"
neutral,@Asfaq He is on an iPhone
neutral,okay fine. i'll start studying NOW. bye twitter world
neutral,is watching D.O.A
negative,"looking for my sister on facebook, miss you yani"
neutral,http://twitpic.com/4wqyn - See? I'm Twittering!!!!
neutral,"@francesbell Yes, actually there was some jam twitter traffic yesterday... But it can happen. Don't worry"
neutral,Well hello twitters
neutral,At Twin Peaks. High  Yay!
neutral,"@ivanjohnivan Well actually - Larin is my name. The &quot;model&quot; is what I do  (besides sleeping, crawling, etc..)"
neutral,Nice lunch... Even better when mom pays...
neutral,"@Juicytots Don't worry, you spelt 'NO' correctly! It just looks wrong"
negative,"Trying to sleep, watching CNN and thinking about todays meeting at work...Best Buy 24/7 in my life, oh well.. whatever pays the alcohol"
neutral,Good morning!
neutral,@christay0102 that sounds awesome..
neutral,"Going for a walk in Nï¿½mme to test out new hiking equipment: telescopic trekking poles, boots, coolmax socks"
neutral,I am soooo saying this phrase now &quot;Stop be so false&quot; thanks to some @aliciaway &quot;hater&quot;/yoda person!  Goodnight and stop be so false!!
negative,"@Darcrider ... rather than outdated &amp; bigoted at worst, and outdated, patronising, imperialist, monoculturalist &amp; self-righteous at best."
neutral,freestyle exam  x
neutral,@rominafahem morning romina.
neutral,@calvinharris is this really calvin harris
neutral,bbq party
neutral,@friendofanimals they are my shoes--circa is the brand name.
neutral,@bradiewebbstack umm ok you sound verry proud of yourselff bubb
negative,@Rebekah_McFly LOL nah ! of course you'll get the DVD first since you've already ordered it. i'll sign up to Bebo on Tuesday then! lol  xx
neutral,new on twitter
neutral,@marypascoe thanks buddi and it's no problem  your my friend  yah i should post more pics of London! nothing much really u?
neutral,@ElleSergi Fab new pic by the way
neutral,@smsm1 or you could geocode the events with the @cloudmade apiï¿½s
neutral,"@khairul She's unassuming and unpretentious. She's just, as. I suppose that's why she's so endearing--because we can relate to her"
neutral,"Okay I'm about to &quot;crawl&quot; into bed and ummm ummm. We are about to talk. We need to talk about somethings, Good Night Tweeters."
neutral,thanx peeps 4 following me
neutral,will continue my dramathon! episode 14 here i come!
neutral,@hinessight she still got it going on!
neutral,"@LWoodhouse btwn the two i prefer &quot;300seconds&quot; (for me, datapoint evokes danapoint or data from star trek TNG) just my $0.02"
neutral,@Tiaantjee Cool rite?
neutral,"@ManonBlaauw ooh i know it, i can hold your hand"
neutral,@JennInOman it will be 45+ in June/July
negative,... sorry GPGMail
neutral,"@pntbtrkisses You're welcome. I'm going to repost several times to get the message out, maybe help another dog"
neutral,"@dulani247 Yep, I do."
neutral,@TheEngTeacher it's always time for coffee
neutral,@djmoonlight Yay! I dont have one  lol All of my clothes go in draws... I dont have many and I need a place for my high heel shoes
neutral,@MarcBmusic Pineapple rocks bud
neutral,@JonasRask thank you Jonas
neutral,no ce tare is.. tin castile pe urechi si n`am dat drumu la muzichii  bun asa .. cred ca vopseaua m`a afectat rau ..
neutral,"@msclara in fact apparently I was your first follower, 4 before M himself. Um. *embarrassed now*"
neutral,@CSI_ PrintChick thx for sharen LUV IT
negative,@AshantiGirl HELLOOO!!! How are you?? Gosh I miss seeing you around. Thought of you last night when I had some amarula
negative,got a little scare tonight. couldnt fall back to sleep. so i started working on my digital imaging project. looking good.
neutral,Woke up at 7:50 then fell back to sleep. Woke up at 8:50 and back to sleep again. Woke up at 9:50 and I'm staying awake! MORNING!
negative,@JoyVBehar Iï¿½m sorry for that
neutral,"@Galaxykaren hiyahh karen always listnin to the show on a morning , tweet backk"
negative,everybody needs some time on thier own  Guns N Roses x ? http://blip.fm/~5z5kz
neutral,"so after church, i went to the mall with my parents, i got a new backpack that can fit all my schoolbooks AND my laptop"
neutral,"my first ruby app, let's see how far i get  #pww"
neutral,@ohmonika Star Trek is really good. I loved it too
negative,Why is it that America celebrates mother's day on a different day to England? Anyhooo...Happy Mother's Day 2 All American Mumzys!  x
negative,@amiemccarron yes but they hate it when we do it...silly boys
negative,Can't wait for @timminchin live! It's ages away but still I should do a @DancingRocks and plan what I'm going to wear lol
neutral,yeh. merch shopping to look fab.
neutral,http://twitpic.com/4wr8k - Ashley Tisdale - Love the shades girl
neutral,@sunvitd I like your new profile pic. Very cute
negative,"stop making assumptions about me when you dont even fucking know me!  haha stupid bitches. thanks for defending me, matthew."
neutral,@eddai  Then Google Vs. Twitter . Mother's Day Vs. Mothers Day . . Mother's Day - web1.0 type. Mothers Day is Social Media -web2.0
neutral,"@Tmptd2Touch thnx 4the support girl, ppl b like ooh u shouldn't say that, but why can't we say something that we honestly feel u know ..."
negative,@greggrunberg just showin some love to ya. and i'm really gonna miss Greg Beeman's directing next season. ya'll's commentaries r so funny
neutral,Doin' the Crocodile Rock
neutral,128 days till beyonce
neutral,ping pong tomorrow
negative,@princ3sskrys10 lmao I've never met anyone who liked caramel this much
neutral,@kingofthelab I'm sleeping on the wooden couch tonight!
negative,@fayewhitaker shame Freud can't follow up on those implications
negative,"Chris Pine, Zachary Quinto, and Leonard NImoy on SNL tonight was quite possibly the most fun I've had geeking out in a long time."
neutral,@hazel_joy it's entirely possible
neutral,"@LittlestarRed Good too thanks  So, you had a nice evening with your father? that's cool  Thanks for the link BTW!!"
negative,"@giblahoj Oh! It's not the mothers day in France, but in Germany and in the USA that is it"
negative,@Huntley22 haha fucking hell i know ay. shit son he's just making trouble. we could take him.
neutral,@balsamiq I'm sure you'd consider it if they offerred the right price
neutral,"Glad I went out, glad I didn't leave early, and glad to be afterpartying it up @ Beth's  I'm back!"
neutral,Going out. A barbeque maybe?
neutral,sleep sounds good right about now
neutral,48 days till brighton
neutral,"yep, good morning to you all  or night or evening or whatever xD"
neutral,starting twitter
neutral,"Ooh, new Bonkers is out tomorrow, nearly forgot about that"
neutral,@bensholk Yeah it is. Thanks
neutral,Sending blessings out to @gailelaine
neutral,About to Enjoy the Silence
neutral,Howdyyy
neutral,mm it was cold in your shadow anyway. Ooh monday
neutral,"Trying to put down some veggie soup, and watching Bride Wars while my body recovers.  Hope I'll spring back tomorrow"
neutral,let me dream about my spock now goodnight
neutral,@IvanaF Right now it is 5:07am.  Ugghhh.
neutral,happy momies day  http://bit.ly/Skqli
neutral,http://bit.ly/qiPUU  Jon 4 Lakers Video Blackberry
neutral,@selenagomez your mad
neutral,Good Morning good old Germany - I wanna say hello to New York.  I'm not in love. . .not really.
neutral,Happy Mothers Day!
neutral,"In Y!M, when you sign in and sign out repeatedly, you're not annoying."
neutral,@lu_lu I must be getting old and bent: that is the second thing you've said in the last couple of days that has not really been a turnon
neutral,"If you wanna read something, I recommend  http://estrella05azul.wordpress.com/"
neutral,using yahoo pipes to combine feeds - doable &amp; reliable I guess
negative,fighting with mum on mothers day
neutral,But I do know is that I am extremely happy with him and wouldn't change him for the world and don't want anybody else.
neutral,@BumbleBeeBree love you more. cant wait to see ya soon  night
neutral,Happy Mother's Day ~ and for single dads who plays both mom and dad role enjoy your day too
neutral,off to lunch with all the people from aikido
neutral,@chhophyel That's not how we share links on Twitter  Yours is http://bit.ly/QljYb and you can view your stats at http://bit.ly/info/QljYb
neutral,@laura_diaz I did notice more men with kids in stores on Sat.I am heading to church and sing in the choir in the 1st &amp; 2nd services.
neutral,Talked with mom. Al sang a song for me again  am off to sleep now..
neutral,@mohdismail saya yg reply
neutral,"Catching up on holiday expenses, and two weeks of Gift Grub"
neutral,off to glue stuff onto poster
negative,Mmmm Ham  Yummy! I have hat hair...Stupid Deli ._.
neutral,@misspleasure I'm on my way...!
neutral,@KinkyInkTattoos Always have wanted to go to Oz
negative,Strange day  I forget all what i can
neutral,@danielbowen Just saw you on ABC News - wife and I are having a &quot;discussion&quot; as to where you were. Nunawading or elsewhere?
neutral,@theseainwinter did you tweet me? i thought i remembered seeing one but i cant see it now! SO glad teatree is ok!
neutral,@cember_ember yay! thanks.  cover-i sad ang alist please. )
neutral,hi beautiful! How's it going?  @ashleylovegood
neutral,says np- Because of You -- Ne-Yo  (music) http://plurk.com/p/svm3r
neutral,SFTW &amp; pot of tea
negative,"@askfrasco ooh,,, am fine, how about ya??? I know toooo late,,, sorry for dat...."
neutral,@caaakes Tell X to email me pics! OfficialShew@gmail
neutral,learnt how to drive a manual on the weekend
neutral,@MistressJoJo @delicateone  good point!! Mine is on its way. How did he get delivered?  I will post pics too wen I get him
neutral,@agostino_ http://bit.ly/ngjkN Told you it was probable
neutral,@jequalo tweeten maar
neutral,@CameronJNP lol! Ahhh well its a good song
neutral,@Noufah make it full girl 120%
neutral,"@BlokesLib Sorry blokey, 6 hrs later &amp; i'm still holding ur fluffy towel. had to dash. Hope u found other means to dry ur self"
neutral,@pcsketch hello  Well it's sunny out but my head is fuzzy and coffee isn't brewed yet... how's your day..?!
neutral,@ericharr This definitely separates a professional robber &amp; from an amateur one!
neutral,Went and saw Fighting last night with the best friend. It wasn't all that great but Channing Tatum is amazing!
neutral,@kondziu I was certain which show you were talking about by the letter g in &quot;Camera Cafe: a misog..&quot; I think that answers your question
neutral,actual updateee...sleeeping soon. watching the lion kinggg.
neutral,"@iantalbot Sion and Sierre are very close about 20 km, about a 110 from where I live .  No comment about the SWiss Army dog tags"
neutral,Morning world x its sunday already i think im guna chill at my house 2day
neutral,talkin to sum1 special
neutral,Still up playin rock band woot woot
neutral,eating pie right now...  yumm..
negative,"@Noufah at least its legal , here in kuwait if u weren't driving SUV then u will get a ticket with big smile"
negative,my shoes taken off and my slippers put on my feet!
neutral,@milestorres #sometimes also emoticons sometimes
neutral,"@brightondoll good  I have long believed that boys are stupid. I need to meet new ones, the ones I know only cause problems"
neutral,Just got finished cleaning and putting out my mom's presents.  Happy mother's day. I'm going to sleeeeep.
neutral,@xbron http://twitpic.com/41dbn - :o I See Your Dog..  Bella..?
neutral,#f1 in a few hours guess who is sleepin in the living room
neutral,@ponny rofl! we aren't wearing dark grungy though! I asked bradie if it was ok he said yess
neutral,@malhermann I just made tacos and nachos
neutral,"@Angela_Griffin I spent yesterday nursing one of those, only replace Vodka with wine, and Japanese with posh dinner!"
neutral,listening to the cat snore
neutral,&quot;Mamma Who Bore Me&quot; hat es mir echt angetan.  90210 lï¿½sst grï¿½ï¿½en. ^^
neutral,I hear you @silentending...
neutral,"how is it, is it good?  @miss_flora"
neutral,@Talula25 How have you been
neutral,"Yes... its 4:18am, yes... we are driving all night back to dallas to lead worship in the morning. Sleep is overrated."
negative,@OhaiGabriella i hate it. it should just be english all day everyday
neutral,I dont associate with fake asses!
neutral,@123PriceCheck yeah that's fine man! no worries
neutral,@Noufah i have tickets worth about 70 KD - about 880 Derham - for ta'3yeem my car's window
neutral,@drhodenbaugh Yes Hindustan Rocks dude! Dunia mein asay koi fusion nehi milegi
negative,"i hate snoring. remind me if my future husband ever snores, we're getting a divorce."
neutral,Date Like A Man So You Dont Get Played Like A Bitch
neutral,@rasmuskl @rwj_defcon1 I gather you guys continued the drinking after I left?
neutral,he calls me bella
negative,@AlanCarr Quaver Sandwiches  and tea.
neutral,@GirlButGeek ton iPod est mort? Dur... Prends un iPhone
neutral,@mariamtronchoni Have a nice Sunday  xx
neutral,goodnight!
negative,@allysonalfonso hahah lucky!! i have to wait 4 days! poop lol where abouts in the gold coast are you? (if u dnt mind me asking)
neutral,Nice sunny day
negative,@ficklampa Hehe it's an option if the (advertising) world wasn't such a mess! So I might in future! We're on same time yes. Lï¿½get i dï¿½g?
neutral,Made some good money for 5 1/2 hrs worth of work not bad I needed that tonight good stuff  after the murphys law week I had the other wk
neutral,@junkyardbluess Report your findings to me
neutral,@HilzFuld @YarinHochman there will be a session of #MoMoTLV at #iva09
neutral,New picture  bored.
neutral,@hypnophil Good Morning
neutral,@shantl Thank you!
neutral,All ready for costume making! But... there's no one here...!
neutral,"@UKpokerReview Going to start very small, like $0.10 or $0.50  Then slowly to higher stakes"
neutral,"Music Update Before Leaving. Check out the songs Photograph by Air, Disco Friends by Just Jack, Stand Up by The Prodigy. And Enjoy!!!"
neutral,"Just woke up to go to the bathroom, had the weirdest dream before I woke up...back to sleep night/morning ...wateva"
neutral,i'm varnishing my nails baby-blue now...
negative,@GabrielSaporta heard you slutted it up! I'm totally jealz~ I missed it. Maybe next time!
neutral,BGT TOURRR 18THH JUNEE  &lt;3 2ND ROWWW  GEORGE SAMPSONN!! &lt;3&lt;3
neutral,starting an account here on twitter
neutral,@JohnJCampbell its the wine!!
neutral,@ricardcastellet te gustarï¿½!
neutral,[Wrong!] @azuril your the earlybird so you suck  http://tinyurl.com/p47mdp
negative,Stop Everything! Are YOU extremely UNCOOL &amp; I don't know? IDENTIFY yourself NOW! Don't be shy let me know so I can UNfollow! Thank you!x
neutral,"Right, is too glorious a day to be sat inside....must go and do something more active! Have a good day all"
neutral,en route 2 the airport!! la bound
neutral,Took some phogs
neutral,BB lunch room for breakfast muffin
neutral,"@givemestrength Ha - check the high scores today, currently I have the No1 slot at 306,000"
negative,i believe only my black personality can explain how i feel... that boyfrann of mines gots me sprung
neutral,"@cherrythegreat Nako! Umuulan pa naman!  Anyway, enjoy the bike rides!"
negative,Really tired this sunday morning  xxx
neutral,Gonna have some brekkie get ready and then do it
neutral,morning tweat tweat twitter
neutral,Cooking brown rice  http://bit.ly/gihac
neutral,Hot ramen soup to end a longgg munching night
neutral,@penreyes actually I think Doogie Howser got the idea from the Captain's Log.
neutral,@TMJP I sure she can
neutral,"we're one, but we're not the same, we get to carry each other"
neutral,"@JasonBradbury Oh dear, what a rotten life you lead, NOT!"
neutral,@jimmycarr Yup is ace film tho
neutral,@goebicyu rentaphone  yesy have
neutral,gm! me with @doox  now @ http://podilates.gr/pp2_10_5_08
neutral,Mother's Day - cherrylolita: Thatï¿½s not true. My bad - I didnï¿½t check it  Thank you  http://tumblr.com/xxv1qz4ge
neutral,noghty night twitterific twitter tweeting pals
neutral,@LJsBaby not just me then
neutral,happy mother's day!!!
neutral,"all done., time to finally start shuting down"
neutral,@A_Bizzle Checkin that out right now
neutral,Come See Me Live On Stickam  http://www.stickam.com/valentine_rock
neutral,looking at an insane view of hollyweird....in an altered state.
neutral,anyone remember those izone cameras? Well i still have mine. Pretty rad
neutral,@DestinyHope92 i'm fine thanks  wbu?
neutral,Happy mother's day !!!!
neutral,@henriok not really  Just have to install OS X on a harddrive and get it to boot on schools iMacs.
neutral,"Morning all  sun is shining, birds are singing - time for a cuppa T in the garden while reading tweets  http://twitpic.com/4ws9r"
neutral,"Good morning  I don't think it has stopped raining once for the past three days or so, but who cares?"
negative,"@emilyhall92 awww bless him  i am indeed coming, 68 days woooo! are you?"
neutral,"mmm one more thing... I forgot to give Kudos to Drea, Elisa, Ise, &amp; Shelane for all helping out with greek week! Thanks ladies!"
neutral,@Ofana33 Happy Mothers Day
negative,@shortword ah cool yeah i can see that . really handy thanks
neutral,http://bit.ly/5pBLz  for McCoy's initial rant.
negative,@scarlethyacinth I'm working on a painting due for school and hating myself for sleeping all damn day and starting this so late.
neutral,@Meshel_Laurie my thoughts rae with you and your family
negative,Gatorade first thing in the morning = yumyum  feeling shattered but must arise and revise for IT tomorrow.
neutral,Listening 'Hallelujah' on Youtube. Leonard Cohen wins.  #xfactor
neutral,Just woke up  shopping today for my birthday....kinda
negative,is bored hehehe  i hate IPT
neutral,@nindrawr ngobrolin favorite bands at the moment cii... kesian ya kamu speakernya rusak HAHAHA  benerin dong ci.
neutral,@shaundiviney i already do
neutral,http://twitpic.com/4wseo - Our picnic table cruet set
neutral,@MeBec go on the msnnnn or ring my home phone  NOW
negative,"@Parsnipzilla ohtays, it all makes sense now... Cool"
negative,need to push diet to last level. Not too good last week lost 1 lb. . Better than a gain
neutral,"@Exirel It's on today's menu, don't worry"
neutral,"@NiftyKnits I was saying the same thing yesterday! So I droped 120 tweets! No the smarted thing bussiness wise, but can find real people!"
neutral,keeping it chilled.
neutral,@emjhoistarr Hello. New follower lang po. Tweet to meet you.
neutral,"That's the way it crumbles, cookie-wise"
neutral,@lozhush let be me your first
neutral,"@ULL Thank you.  Usually the learning happens after I get a little rest and review my notes.  Which reminds me, I'd better get some rest"
neutral,http://bit.ly/137cTy How about some Celtic up in our lives?
neutral,tamlyn wishes she was as cool as my sock draw
negative,"@Tory_x hah, well at least we are not saying; tory is a fatty watty"
neutral,"@DaveP_47 hey, watch out you don't post too many adverts on your twitter feed. I wouldn't normally follow, but your blog is interesting"
neutral,Cake anyone? http://www.flickr.com/photos/kayveeinc/3517129153/
negative,"@queetsss thanks babe. I guess I will find the right person one day, til then I'm better off alone"
negative,this song is overplayed and i hate that but i don't care right now cuz i wanted to listen to it  ? http://blip.fm/~5z6n5
neutral,Thanks @ClaudiaMagic   ? http://blip.fm/~5z6n8
neutral,I think I'm going to the movies tonight with Oda
neutral,@sukitgood well Minas Gerais is the first runner up  she did well
neutral,"@JasonBradbury - Yes, you are addicted - half my twitter friend updates are yours"
neutral,Off tha internet now Txt it
neutral,Happy Mother's Day to all the Mom's
neutral,@SuperTriviaGuy Hey we were at Tallebudgera Creek at 5pm.....visiting Anita's special tree........could have almost bumped into you
neutral,@mandirudge  just listened to the songs on your myspace.  really good
neutral,Guess what the blue skies mean today?  http://twitpic.com/4wsj3
neutral,"@amandab_4 Morning, just checking you can still find your Twhirl"
negative,"Oh, and I'm obviously back on my stupid sleep schedule. Luckily church isn't until 2 tomorrow."
neutral,Just saw Star Trek. I am not a hardcore fan or anything but it was really good! Get at it
neutral,@joelhouston well... As long as you're back for Elevate!
neutral,check on ya'll in a bit. im in for a Mother's day haircut. ciao!...
negative,"@jaulin Maybe you have, my memory sucks."
neutral,Oh my 'Mix Khichadi' seems to be ready now .. time for Lunch  !
negative,@MandyBookLover Hi  Yes wasn't she absolutely terrible! How on earth does she hear a good tune from her ears? Lol
neutral,@sid88 Also @unitechy
neutral,Hubby just arrived. We're getting ready for Ranchero's.
neutral,Loong day. In bed cuddling with papabear and watching south park. Yay my bday bbq tomorrow! Can't wait
neutral,"Now watching ZDF Fernsehgarten. Its so great that Andrea is back, at last"
neutral,"@jussinen I've just gone back on and can't see anything too obvious. Who knows, but off to the Apple store today anyway"
neutral,@ElizaPatricia Pair it up with Fringe on Tuesday? That smells like a win imo as well.
negative,"http://twitpic.com/4wsjr - Leisure Bay beach  (I see the pic. wasn't uploaded last time, grrr!)"
neutral,@theEmzi hï¿½rlich!
neutral,Watching Basement Jaxx's set on Radio One site
